"id","index","type","score","date","speaker","party","function","role","paragraphs_count","house","highlight text"
"uk.proc.d.1986-07-25.3.1.1","uk.proc","speech",0.6614931,"1986-07-25","Sir Philip Goodhart","Conservative","","mp",2,"commons"," is confined in a <em>Soviet</em> labour camp for writing poetry. She is in very poor health and, in the view of her husband and other fellow prisoners, her life is in danger. The petitioner pray that your honourable House encourages the Foreign Secretary and his colleagues in their representations to the <em>Soviet</em> Government with the purpose of obtaining both"
"uk.proc.d.2000-04-10.7.1.261","uk.proc","speech",0.6614931,"2000-04-10","Mr. Cohen","Labour","","mp",2,"commons","That is an interesting point. I understand the hon. Gentleman's point about, for example, the <em>Soviet</em> Union not complying with agreements during the cold war, although I suspect that there was non-compliance on both sides. When the <em>Soviet</em> Union was found to be in breach, the United States took it up with the Soviets. That is one good thing that"
"uk.proc.d.1942-02-04.3.1.2","uk.proc","speech",0.6614931,"1942-02-04","The Secretary of State for Foreign Affairs (Mr. Eden)","Conservative","The Secretary of State for Foreign Affairs","government",2,"commons","Yes, Sir. I am glad to say that the Anglo-<em>Soviet</em>-Persian Treaty of Alliance, which was approved by the Persian Parliament on Monday, 26th January, was signed in Tehran on behalf of the three Governments on Thursday, 29th January. The Treaty entered into force on signature. The large majority by which the Treaty was approved in the Persian"
"uk.proc.d.1991-02-18.6.1.23","uk.proc","speech",0.6614931,"1991-02-18","Mr. Hurd","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",2,"commons","I welcome any effort that is designed to bring about an end to this war, through the fulfilment of the United Nations resolutions. We do not have details of any proposals that the <em>Soviet</em> Union may have put to Mr. Tariq Aziz today in Moscow. We are in touch with the <em>Soviet</em> authorities and I discussed the matter with Mr. James Baker just before I"
"uk.proc.d.1990-12-06.8.1.24","uk.proc","speech",0.6614931,"1990-12-06","Mr. Hurd","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",3,"commons","Of course it is in order, because I have been talking about the <em>Soviet</em> Union. It is not for me to say, but I should have thought that it was naturally in order. My hon. Friend the Member for Tiverton (Mr. Maxwell-Hislop) is right—we have constantly made it clear to the <em>Soviet</em> Government that we regard the three Baltic republics as being in a"
"uk.proc.d.1976-05-12.7.1.19","uk.proc","speech",0.6614931,"1976-05-12","Mr. Duffy","Labour","The Under-Secretary of State for Defence for the Royal Navy","government",2,"commons"," the growth in <em>Soviet</em> naval power. He omitted, however, to quote a later passage in the same document by Mr. Rumsfeld, which reads as follows. Given the present trends in the <em>Soviet</em> Navy, maintenance of a favourable maritime balace will not be possible unless we modernise our fleet, maintain force levels and improve significantly the readiness of"
"uk.proc.d.1956-11-02.5.1.20","uk.proc","speech",0.6614931,"1956-11-02","The Joint Under-Secretary of State for Foreign Affairs (Mr. Douglas Dodds-Parker)","Conservative","The Joint Under-Secretary of State for Foreign Affairs","government",3,"commons"," for the reasons which my right hon. Friend the Leader of the House gave the House just now. The reports from Budapest confirm that <em>Soviet</em> forces control the airfields round Budapest, that units have dug in round the city and that additional <em>Soviet</em> forces entered Hungary yesterday. The Hungarian Government have protested to the <em>Soviet</em> Embassy in"
"uk.proc.d.1966-06-29.6.1.33","uk.proc","speech",0.6614931,"1966-06-29","The Prime Minister","Labour","The Prime Minister","government",2,"commons"," Vietnam into South Vietnam. It was argued then—and it remains my view—that these two things should go together as possible conditions for a cease-fire and peace negotiations. My hon. Friend referred to the <em>Soviet</em> Union. He will also know that we have repeatedly pressed the <em>Soviet</em> Union to call a conference without conditions, whether in Geneva or"
"uk.proc.d.1991-03-14.11.1.9","uk.proc","speech",0.6614931,"1991-03-14","Mr. Lennox-Boyd","Conservative","The Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs","government",2,"commons","The hon. Gentleman knows more than I do about some of the difficulties that remain, but surely he agrees that the position has been transformed from that of a few years ago, and that the prospect of travel has opened up new horizons and aspirations for the <em>Soviet</em> people. Both the hon. Member for Broadgreen and the hon. Member for Swansea, East"
"uk.proc.d.1981-05-07.7.1.4","uk.proc","speech",0.6614931,"1981-05-07","Sir Ian Gilmour","Conservative","The Lord Privy Seal","government",4,"commons","I can give the hon. Gentleman that assurance. My right hon. and noble Friend the Foreign Secretary and his colleagues agreed that, in the face of increasing <em>Soviet</em> military power, the collective strength of the North Atlantic Alliance remains indispensable to the security of all its members. They agreed also that the members of the Alliance should"
"uk.proc.d.1981-07-23.14.1.6","uk.proc","speech",0.6614931,"1981-07-23","Mr. Whitehead","Labour","","mp",2,"commons"," the ruling circles in Burma take the BBC external service seriously. The same is equally true of Somalia. I am now trying to speak in terms that will instantly recommend themselves to the Minister of State. The cuts are proposed in the wake of our attempts to wean the regime in Somalia away from the influence of the <em>Soviet</em> Union. We have tried to"
"uk.proc.d.1962-11-19.5.1.5","uk.proc","speech",0.6614931,"1962-11-19","Mr. Thomas","Conservative","The Joint Under-Secretary of State for Foreign Affairs","government",2,"commons"," the <em>Soviet</em> Union, but no specific charges have been made against him and, in fact, no allegation has been made specifically by a representative of the Hungarian Government that any offences were committed by Mr. Wynne in Hungary. As to why he was handed over to the <em>Soviet</em> authorities, I can only say that it was said that he was handed over under"
"uk.proc.d.1952-07-31.26.1.60","uk.proc","speech",0.6614931,"1952-07-31","Mr. Mott-Radclyffe","Conservative","","mp",3,"commons",", we have not refused to have four-Power talks. What we have rightly done is to insist on one minimum condition, namely, that circumstances should be guaranteed in which free elections can take place. I doubt whether the <em>Soviet</em> Union wants a peace treaty because, if a peace treaty were to be signed, if agreement were to be reached, it would mean"
"uk.proc.d.1955-07-27.23.1.47","uk.proc","speech",0.6614931,"1955-07-27","Mr. Smithers","Conservative","","mp",3,"commons","Perhaps that may be so. It will afford a real opportunity to import an element of realism into <em>Soviet</em> policy. Secondly, we should make a great effort to understand and meet the difficulties which immediately divide us. The third and very important thing is to attempt to break down the Communist belief in the ultimate victory of Marxist-Leninist"
"uk.proc.d.1958-07-28.30.1.82","uk.proc","speech",0.6614931,"1958-07-28","Sir Fitzroy Maclean","Conservative","","mp",2,"commons"," debates and tends to make them tedious, and that is, reminiscing about one's experiences abroad. I wish to record, however, one very strong impression which I brought back from a month in the <em>Soviet</em> Union. I have come back with the very definite impression that the <em>Soviet</em> Government, let alone the <em>Soviet</em> people, do not want a hot war at the present time. There are two principle reasons that I say that. First of all, nobody in his senses wants a hot war?"
"uk.proc.d.1958-04-01.13.1.4","uk.proc","speech",0.6614931,"1958-04-01","The Prime Minister (Mr. Harold Macmillan)","Conservative","The Prime Minister","government",4,"commons","With permission, I will now answer Questions Nos. 59 and 61. No formal communication has been received from the <em>Soviet</em> Government; but the text of the statement made by the <em>Soviet</em> Foreign Minister in his speech yesterday is being carefully studied. Any formal statement of Her Majesty's Government's position must wait until we have had the"
